full_tbl_schema_name,data_non_exists_time
DAB2HDB.MV_FCC_CUSTOMER,* * * * 0,1
DAB2HDB.MV_FCC_CUSTOMER_TEST,* * * * 0,1
DAB2HDB.FCC_ACCOUNT_TRANSACTION_LISTING,* * * * 0,1
DAB2HDB.VWDT_HUY_DONG_CKH_W_LSDCV,* * * * 0,1
DAB2HDB.VWDT_HUY_DONG_CKH,* * * * 2,3,4,5
